DATE	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600	5400	7200	9000	10800
20211015	0.049364153	0.0487135	0.047960144	0.048822331	0.048903839	0.048753682	0.048414374	0.046960855	0.047137257	0.047068743	0.046964748	0.046663178	0.046430852	0.046417858	0.046466847	0.046491611	0.046729759	0.0469652	0.047110155	0.047185628
20211014	0.048216149	0.0487135	0.047960144	0.048710353	0.049015492	0.048753682	0.048524657	0.046844115	0.046918993	0.047532928	0.046964134	0.046043359	0.045888085	0.046205564	0.046650284	0.047070754	0.046343732	0.047246621	0.045642785	0.047478506
20211013	0.048216149	0.0487135	0.04818065	0.048822331	0.048680534	0.048641862	0.048524657	0.046841856	0.047265428	0.04812525	0.047469253	0.046269454	0.045817681	0.046525263	0.047312505	0.047482292	0.045992047	0.046260892	0.044066182	0.044970304
20211012	0.048785559	0.0487135	0.04818065	0.048822331	0.048680534	0.048641862	0.048524657	0.046423271	0.046471926	0.046746652	0.046108524	0.045369441	0.044764145	0.045468848	0.046221203	0.045976133	0.044834442	0.044001983	0.04338963	0.042480862
20211011	0.048216149	0.0487135	0.04818065	0.049158265	0.049238797	0.049409095	0.049078477	0.047115487	0.047665761	0.048293609	0.047840811	0.046927187	0.046250516	0.046880708	0.047558143	0.047310554	0.046010405	0.044742019	0.042262161	0.043493771
20211008	0.048216149	0.048670565	0.04818065	0.049270242	0.04935045	0.049610103	0.049302673	0.047364799	0.047865847	0.04821757	0.048177584	0.047027077	0.046934364	0.047364321	0.047720061	0.047617294	0.046044605	0.045444947	0.043917406	0.041237957
20211007	0.048216149	0.048488909	0.04818065	0.049270242	0.049573755	0.049625032	0.049296496	0.047010642	0.047547797	0.047648077	0.047729093	0.046642085	0.047256054	0.047662064	0.047916497	0.047890911	0.047161405	0.046563765	0.045739715	0.042657292
20211006	0.048216149	0.048267613	0.047408878	0.049046287	0.049462102	0.049619977	0.049076051	0.047013705	0.047543098	0.047936711	0.047862588	0.046890815	0.047875021	0.048421661	0.048735158	0.048727911	0.048587139	0.048327924	0.047557198	0.045678706
20211005	0.048216149	0.047643378	0.047408878	0.049046287	0.049562266	0.049602399	0.049075964	0.046983505	0.04770051	0.04836801	0.048665375	0.047597667	0.048981792	0.04924237	0.049155075	0.049320015	0.048850424	0.049203428	0.046788133	0.04964309
20211004	0.048216149	0.047580629	0.047408878	0.049158265	0.049666851	0.049613301	0.049076063	0.04732424	0.0478775	0.048754654	0.048632791	0.047834169	0.049392849	0.049694767	0.049611159	0.049876153	0.048697196	0.048738727	0.047152081	0.048629087
20211001	0.048216149	0.047580629	0.047408878	0.049046287	0.049685408	0.049628475	0.04885575	0.047654241	0.048330198	0.049210545	0.049445624	0.048233182	0.049616747	0.050157296	0.05027007	0.05053558	0.049419464	0.049448561	0.0499712	0.048215635
20210930	0.047182946	0.047580629	0.047408878	0.048934309	0.050020366	0.049760065	0.049958373	0.048980856	0.050288657	0.051263678	0.051308314	0.049802727	0.051156614	0.051920318	0.052318673	0.052754478	0.05093604	0.050530113	0.050849152	0.046911098
