DATE 	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600		
20190930	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190929	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190928	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190927	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190926	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190925	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190924	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190923	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190922	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190921	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190920	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190919	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190918	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190917	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190916	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190915	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190914	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190913	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190912	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190911	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190910	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190909	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190908	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190907	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190906	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190905	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190904	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190903	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190902	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190901	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190831	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190830	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190829	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190828	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190827	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190826	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190825	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190824	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190823	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190822	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190821	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190820	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190819	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190818	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190817	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190816	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190815	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190814	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190813	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190812	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190811	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190810	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190809	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190808	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190807	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190806	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190805	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190804	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190803	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190802	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190801	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190731	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190730	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190729	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190728	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190727	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190726	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190725	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190724	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190723	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190722	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190721	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190720	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190719	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190718	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190717	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190716	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190715	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190714	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190713	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190712	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190711	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190710	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190709	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190708	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190707	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190706	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190705	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190704	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190703	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190702	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190701	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190630	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190629	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190628	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190627	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190626	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190625	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190624	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190623	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190622	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190621	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190620	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190619	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190618	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190617	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190616	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190615	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190614	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190613	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190612	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190611	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190610	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190609	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190608	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190607	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190606	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190605	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190604	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190603	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190602	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190601	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190531	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190530	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190529	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190528	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190527	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190526	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190525	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190524	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190523	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190522	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190521	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190520	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190519	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190518	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190517	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190516	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190515	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190514	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190513	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190512	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
20190511	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7		
