DATE 	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600
20200306	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200305	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200304	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200303	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200302	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200301	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200229	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200228	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200227	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200226	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200225	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200224	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200223	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200222	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200221	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200220	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200219	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200218	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200217	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200216	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200215	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200214	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200213	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200212	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200211	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200210	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200209	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200208	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200207	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200206	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200205	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200204	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200203	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200202	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200201	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200131	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200130	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200129	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200128	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200127	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200126	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200125	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200124	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200123	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200122	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200121	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200120	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200119	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200118	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200117	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200116	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200115	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200114	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200113	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200112	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200111	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200110	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200109	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200108	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200107	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200106	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200105	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200104	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200103	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200102	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20200101	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191231	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191230	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191229	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191228	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191227	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191226	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191225	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191224	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191223	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191222	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191221	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191220	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191219	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191218	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191217	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191216	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191215	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191214	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191213	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191212	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191211	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191210	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191209	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191208	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191207	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191206	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191205	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191204	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191203	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191202	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191201	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191130	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191129	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191128	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191127	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191126	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191125	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191124	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191123	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191122	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191121	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191120	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191119	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191118	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191117	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191116	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191115	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191114	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191113	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191112	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191111	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191110	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191109	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191108	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191107	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191106	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191105	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191104	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191103	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191102	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191101	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191031	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191030	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191029	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191028	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191027	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191026	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191025	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191024	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191023	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191022	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191021	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191020	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191019	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191018	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191017	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191016	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191015	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191014	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191013	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191012	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191011	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191010	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191009	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191008	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191007	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191006	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191005	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
20191004	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
